date,Gas
11/1/2018,4664
3/1/2016,4666
5/1/2017,4676
8/1/2014,4676
2/1/2015,4679
8/1/2015,4685
5/1/2018,4687
2/1/2014,4690
5/1/2014,4695
10/1/2017,4698
5/1/2014,4700
10/1/2014,4704
10/1/2018,4706
10/1/2016,4711
1/1/2015,4715
1/1/2015,4716
11/1/2014,4722
3/1/2014,4727
11/1/2014,4734
7/1/2015,4741
7/1/2015,4749
12/1/2018,4755
5/1/2014,4755
12/1/2016,4756
2/1/2015,4756
9/1/2014,4757
7/1/2015,4758
10/1/2017,4761
12/1/2015,4765
10/1/2015,4765
4/1/2015,4766
7/1/2018,4778
11/1/2017,4783
3/1/2014,4785
2/1/2016,4788
12/1/2015,4790
1/1/2015,4801
2/1/2017,4803
3/1/2018,4803
2/1/2016,4806
9/1/2014,4808
11/1/2014,4809
3/1/2017,4814
10/1/2017,4820
10/1/2015,4827
12/1/2015,4833
5/1/2016,4846
6/1/2014,4852
7/1/2017,4853
8/1/2015,4859
6/1/2014,4860
9/1/2014,4862
12/1/2015,4863
5/1/2015,4864
2/1/2015,4871
4/1/2014,4872
10/1/2016,4876
12/1/2016,4879
6/1/2014,4882
10/1/2015,4883
6/1/2016,4885
12/1/2015,4887
6/1/2018,4888
8/1/2017,4888
2/1/2016,4890
1/1/2016,4892
9/1/2014,4898
12/1/2014,4900
4/1/2015,4903
6/1/2015,4905
10/1/2015,4906
7/1/2014,4907
4/1/2015,4908
1/1/2015,4916
5/1/2015,4917
2/1/2014,4920
9/1/2017,4920
11/1/2014,4929
5/1/2016,4933
9/1/2016,4936
6/1/2014,4936
8/1/2017,4940
12/1/2014,4941
12/1/2016,4943
11/1/2018,4951
5/1/2015,4955
11/1/2015,4964
8/1/2015,4973
8/1/2015,4986
5/1/2015,4987
3/1/2015,4997
12/1/2014,4998
1/1/2018,5005
11/1/2015,5008
6/1/2014,5012
4/1/2018,5014
9/1/2018,5020
3/1/2014,5024
7/1/2015,5024
5/1/2014,5027
5/1/2014,5029
2/1/2015,5041
1/1/2015,5046
8/1/2014,5047
9/1/2014,5055
12/1/2017,5062
7/1/2017,5063
3/1/2016,5070
2/1/2015,5074
6/1/2014,5075
2/1/2015,5075
6/1/2015,5076
9/1/2018,5078
8/1/2014,5084
4/1/2016,5091
1/1/2016,5094
12/1/2018,5095
6/1/2015,5105
12/1/2016,5110
9/1/2015,5117
6/1/2015,5118
2/1/2015,5129
1/1/2018,5131
6/1/2014,5134
12/1/2017,5134
1/1/2017,5137
9/1/2015,5137
10/1/2014,5139
9/1/2016,5141
3/1/2014,5141
1/1/2017,5144
4/1/2015,5146
4/1/2016,5148
8/1/2018,5151
2/1/2016,5167
5/1/2016,5181
5/1/2015,5185
4/1/2015,5186
7/1/2015,5188
2/1/2016,5188
1/1/2015,5189
3/1/2018,5191
4/1/2014,5193
11/1/2014,5196
6/1/2014,5197
2/1/2015,5199
9/1/2018,5200
7/1/2014,5220
3/1/2015,5221
10/1/2018,5223
5/1/2018,5223
4/1/2015,5225
4/1/2015,5235
12/1/2014,5241
11/1/2014,5250
11/1/2017,5252
10/1/2014,5255
6/1/2014,5256
9/1/2015,5257
3/1/2015,5258
3/1/2018,5261
2/1/2015,5262
10/1/2016,5265
8/1/2015,5267
2/1/2014,5268
12/1/2018,5273
11/1/2014,5278
12/1/2014,5279
11/1/2015,5280
5/1/2017,5280
9/1/2015,5287
1/1/2015,5287
7/1/2014,5287
9/1/2015,5288
12/1/2015,5289
8/1/2018,5292
7/1/2018,5296
3/1/2015,5299
11/1/2015,5300
3/1/2016,5306
11/1/2014,5306
3/1/2015,5307
7/1/2015,5313
12/1/2014,5319
9/1/2016,5320
6/1/2014,5322
1/1/2015,5324
8/1/2014,5335
4/1/2018,5337
4/1/2014,5344
10/1/2015,5353
12/1/2018,5361
12/1/2015,5361
9/1/2014,5365
9/1/2014,5369
5/1/2014,5372
4/1/2014,5382
12/1/2014,5388
11/1/2016,5388
10/1/2014,5394
5/1/2015,5402
3/1/2015,5405
9/1/2014,5408
12/1/2015,5409
10/1/2014,5416
10/1/2014,5417
3/1/2018,5430
4/1/2015,5431
12/1/2014,5431
11/1/2015,5434
7/1/2014,5434
2/1/2015,5441
2/1/2015,5441
6/1/2017,5444
1/1/2015,5445
12/1/2015,5454
12/1/2018,5454
9/1/2014,5463
6/1/2016,5464
7/1/2018,5468
7/1/2016,5493
6/1/2018,5493
9/1/2014,5496
1/1/2019,5500
1/1/2018,5506
4/1/2015,5507
6/1/2015,5514
4/1/2015,5515
6/1/2015,5516
4/1/2016,5516
7/1/2014,5518
2/1/2015,5519
6/1/2017,5520
2/1/2015,5525
7/1/2014,5534
5/1/2015,5537
1/1/2019,5541
7/1/2015,5543
6/1/2015,5547
8/1/2016,5549
8/1/2015,5555
6/1/2015,5555
4/1/2014,5562
2/1/2016,5564
12/1/2015,5564
9/1/2015,5565
8/1/2016,5571
9/1/2014,5572
8/1/2015,5574
2/1/2014,5581
6/1/2015,5584
6/1/2015,5594
4/1/2015,5606
4/1/2014,5608
1/1/2015,5619
11/1/2014,5629
4/1/2017,5637
4/1/2015,5643
9/1/2015,5644
2/1/2015,5649
3/1/2014,5651
4/1/2015,5653
11/1/2014,5654
8/1/2014,5655
2/1/2015,5657
4/1/2015,5658
1/1/2016,5670
12/1/2015,5672
3/1/2015,5680
8/1/2018,5685
5/1/2015,5695
8/1/2016,5696
2/1/2016,5700
1/1/2015,5705
4/1/2017,5708
11/1/2017,5712
6/1/2014,5720
9/1/2015,5723
3/1/2015,5724
8/1/2018,5732
8/1/2015,5733
12/1/2016,5736
10/1/2015,5739
7/1/2014,5745
5/1/2017,5746
12/1/2016,5747
8/1/2014,5772
5/1/2018,5777
10/1/2015,5778
6/1/2016,5788
4/1/2017,5795
9/1/2015,5796
10/1/2016,5803
9/1/2018,5806
8/1/2014,5807
9/1/2015,5808
11/1/2014,5811
12/1/2018,5811
7/1/2016,5825
2/1/2015,5830
10/1/2015,5837
1/1/2016,5839
9/1/2015,5841
12/1/2014,5847
12/1/2014,5852
7/1/2014,5856
9/1/2018,5858
1/1/2018,5863
2/1/2017,5867
7/1/2014,5869
10/1/2015,5872
3/1/2017,5878
2/1/2016,5890
5/1/2014,5890
11/1/2015,5891
2/1/2014,5906
4/1/2015,5907
12/1/2014,5910
12/1/2014,5911
12/1/2016,5913
4/1/2014,5924
10/1/2014,5925
10/1/2014,5935
5/1/2015,5943
3/1/2015,5945
3/1/2015,5945
8/1/2014,5955
5/1/2014,5963
12/1/2015,5967
4/1/2015,5971
9/1/2015,5974
6/1/2014,5983
10/1/2015,5983
7/1/2016,5988
3/1/2016,5989
6/1/2015,5995
7/1/2014,6001
6/1/2014,6004
9/1/2016,6005
10/1/2015,6006
12/1/2014,6011
1/1/2016,6015
4/1/2016,6017
9/1/2014,6017
10/1/2014,6024
10/1/2015,6029
8/1/2014,6034
6/1/2015,6037
3/1/2016,6038
7/1/2014,6042
11/1/2015,6049
8/1/2016,6053
4/1/2018,6053
7/1/2015,6060
11/1/2016,6064
2/1/2015,6067
10/1/2016,6068
4/1/2015,6068
10/1/2014,6069
7/1/2018,6079
2/1/2014,6082
3/1/2014,6090
11/1/2014,6092
8/1/2015,6093
3/1/2016,6096
7/1/2018,6100
7/1/2016,6102
11/1/2018,6109
7/1/2016,6110
5/1/2015,6110
9/1/2017,6114
6/1/2018,6114
3/1/2016,6116
9/1/2015,6117
6/1/2015,6127
1/1/2015,6132
10/1/2015,6132
12/1/2014,6137
1/1/2015,6141
8/1/2014,6142
9/1/2014,6149
3/1/2016,6155
5/1/2014,6158
8/1/2016,6159
8/1/2014,6159
3/1/2014,6160
4/1/2015,6160
11/1/2015,6160
6/1/2015,6165
2/1/2015,6167
10/1/2018,6172
5/1/2015,6179
5/1/2016,6185
10/1/2016,6206
8/1/2014,6208
6/1/2015,6216
7/1/2017,6230
3/1/2015,6231
7/1/2015,6233
12/1/2014,6234
5/1/2014,6240
6/1/2015,6242
10/1/2015,6258
1/1/2015,6262
7/1/2014,6269
12/1/2015,6287
4/1/2014,6302
7/1/2015,6307
3/1/2016,6308
1/1/2017,6310
12/1/2017,6313
11/1/2015,6313
8/1/2016,6314
6/1/2018,6314
7/1/2015,6314
6/1/2015,6317
4/1/2015,6322
8/1/2015,6323
12/1/2015,6342
2/1/2015,6346
8/1/2015,6347
1/1/2017,6356
3/1/2015,6356
4/1/2014,6356
5/1/2014,6362
11/1/2016,6362
9/1/2014,6365
4/1/2015,6367
6/1/2016,6371
4/1/2014,6382
4/1/2015,6390
5/1/2014,6391
11/1/2014,6394
6/1/2015,6401
5/1/2014,6402
5/1/2015,6408
5/1/2014,6410
7/1/2016,6412
11/1/2014,6413
4/1/2015,6418
6/1/2016,6421
10/1/2014,6422
4/1/2015,6430
8/1/2014,6441
8/1/2015,6443
3/1/2015,6448
6/1/2014,6450
12/1/2017,6453
8/1/2015,6453
5/1/2017,6457
3/1/2017,6459
5/1/2015,6461
3/1/2014,6463
3/1/2015,6465
3/1/2014,6467
5/1/2015,6473
9/1/2015,6476
6/1/2014,6478
6/1/2014,6482
5/1/2016,6487
11/1/2018,6488
7/1/2014,6493
1/1/2016,6503
6/1/2018,6504
8/1/2015,6505
6/1/2014,6507
10/1/2018,6508
11/1/2017,6515
7/1/2015,6517
9/1/2014,6523
5/1/2014,6524
5/1/2014,6525
12/1/2014,6533
12/1/2014,6536
6/1/2016,6544
4/1/2015,6552
11/1/2014,6555
9/1/2015,6556
5/1/2015,6563
11/1/2016,6564
9/1/2014,6577
2/1/2014,6578
10/1/2015,6582
12/1/2014,6585
3/1/2014,6587
12/1/2018,6589
11/1/2015,6590
7/1/2018,6595
3/1/2014,6598
8/1/2016,6616
6/1/2017,6619
6/1/2014,6621
8/1/2014,6639
8/1/2014,6642
7/1/2015,6655
6/1/2015,6657
7/1/2014,6659
8/1/2015,6659
2/1/2018,6662
1/1/2016,6666
6/1/2015,6666
9/1/2014,6668
3/1/2015,6683
7/1/2015,6684
10/1/2018,6685
10/1/2014,6687
11/1/2014,6699
9/1/2016,6703
1/1/2015,6705
12/1/2017,6706
6/1/2016,6711
4/1/2014,6714
6/1/2015,6719
5/1/2014,6720
3/1/2015,6721
2/1/2015,6725
10/1/2015,6729
11/1/2014,6733
5/1/2015,6737
6/1/2015,6738
11/1/2015,6738
7/1/2016,6741
8/1/2017,6741
12/1/2014,6743
5/1/2014,6753
12/1/2015,6754
7/1/2014,6774
8/1/2018,6777
12/1/2018,6778
8/1/2014,6779
12/1/2014,6782
5/1/2015,6792
8/1/2015,6795
4/1/2015,6798
5/1/2015,6806
9/1/2015,6806
3/1/2015,6813
1/1/2016,6815
1/1/2016,6815
9/1/2014,6821
1/1/2015,6822
11/1/2014,6823
4/1/2015,6828
1/1/2016,6828
3/1/2014,6838
12/1/2014,6839
8/1/2014,6841
9/1/2015,6847
7/1/2015,6847
10/1/2014,6855
2/1/2016,6855
9/1/2016,6861
9/1/2016,6863
6/1/2018,6868
2/1/2015,6875
11/1/2015,6876
5/1/2014,6876
3/1/2014,6881
9/1/2014,6883
10/1/2015,6883
6/1/2014,6883
1/1/2019,6885
9/1/2014,6887
6/1/2014,6890
10/1/2017,6891
8/1/2015,6894
3/1/2015,6900
6/1/2014,6901
7/1/2014,6905
12/1/2015,6915
10/1/2015,6921
4/1/2014,6924
8/1/2014,6928
10/1/2015,6931
11/1/2014,6938
2/1/2015,6939
10/1/2014,6940
12/1/2017,6943
3/1/2017,6945
4/1/2015,6952
3/1/2015,6955
10/1/2014,6961
7/1/2015,6965
11/1/2014,6970
8/1/2014,6976
9/1/2014,6976
12/1/2015,6980
3/1/2014,6981
6/1/2014,6994
8/1/2015,6997
10/1/2015,7018
1/1/2015,7020
7/1/2015,7020
3/1/2016,7023
1/1/2015,7027
8/1/2014,7034
11/1/2016,7039
2/1/2015,7043
2/1/2018,7047
12/1/2015,7060
5/1/2014,7067
11/1/2015,7067
3/1/2015,7073
12/1/2014,7080
3/1/2014,7084
6/1/2014,7084
10/1/2014,7085
12/1/2018,7091
10/1/2015,7093
12/1/2015,7095
7/1/2018,7104
11/1/2014,7106
1/1/2015,7106
4/1/2014,7115
6/1/2014,7119
8/1/2015,7125
10/1/2015,7125
9/1/2015,7127
6/1/2016,7130
5/1/2018,7131
11/1/2015,7142
11/1/2018,7148
12/1/2014,7148
4/1/2014,7149
7/1/2014,7154
11/1/2015,7157
2/1/2016,7168
1/1/2015,7170
8/1/2015,7170
7/1/2014,7182
1/1/2015,7184
7/1/2014,7194
2/1/2015,7202
12/1/2014,7204
4/1/2015,7205
10/1/2018,7215
1/1/2015,7216
11/1/2014,7217
3/1/2015,7228
1/1/2018,7242
3/1/2017,7243
11/1/2014,7243
4/1/2016,7244
9/1/2015,7252
2/1/2015,7252
1/1/2015,7257
4/1/2016,7264
1/1/2016,7265
4/1/2016,7266
7/1/2016,7278
11/1/2014,7279
5/1/2014,7286
3/1/2015,7288
6/1/2014,7288
9/1/2014,7292
4/1/2014,7293
2/1/2015,7294
9/1/2014,7300
6/1/2015,7304
1/1/2017,7307
3/1/2014,7311
4/1/2014,7314
4/1/2015,7318
7/1/2015,7327
8/1/2015,7327
5/1/2016,7327
6/1/2015,7330
11/1/2017,7336
5/1/2014,7338
6/1/2014,7339
6/1/2017,7345
10/1/2015,7362
12/1/2014,7367
12/1/2015,7368
2/1/2014,7375
7/1/2016,7380
6/1/2015,7399
5/1/2014,7401
2/1/2015,7408
10/1/2014,7410
4/1/2015,7412
1/1/2015,7413
8/1/2017,7424
7/1/2014,7426
6/1/2014,7429
11/1/2015,7429
7/1/2015,7436
11/1/2014,7440
9/1/2015,7447
5/1/2015,7456
7/1/2016,7456
3/1/2015,7458
11/1/2015,7462
1/1/2015,7466
5/1/2014,7477
11/1/2015,7492
7/1/2014,7509
6/1/2014,7510
1/1/2016,7513
9/1/2014,7513
3/1/2015,7519
11/1/2014,7529
9/1/2014,7541
9/1/2014,7541
9/1/2015,7544
11/1/2014,7557
6/1/2015,7558
5/1/2014,7559
9/1/2017,7562
8/1/2014,7565
4/1/2015,7566
12/1/2014,7571
9/1/2015,7576
4/1/2015,7579
11/1/2014,7584
2/1/2015,7589
2/1/2015,7589
7/1/2015,7591
3/1/2016,7595
11/1/2018,7602
3/1/2015,7610
7/1/2015,7611
1/1/2016,7612
6/1/2014,7618
1/1/2015,7624
4/1/2014,7626
5/1/2014,7626
9/1/2014,7629
3/1/2015,7631
5/1/2015,7647
8/1/2014,7651
6/1/2017,7664
12/1/2014,7668
1/1/2014,7672
6/1/2017,7673
10/1/2015,7675
10/1/2015,7681
2/1/2016,7685
6/1/2015,7694
6/1/2015,7697
3/1/2015,7712
5/1/2015,7713
6/1/2015,7718
12/1/2014,7724
5/1/2017,7726
5/1/2015,7736
5/1/2014,7741
5/1/2017,7744
12/1/2014,7749
11/1/2014,7752
9/1/2014,7757
1/1/2015,7776
6/1/2015,7777
8/1/2014,7778
5/1/2016,7781
2/1/2014,7781
3/1/2015,7783
1/1/2015,7786
10/1/2014,7787
8/1/2014,7787
3/1/2014,7791
1/1/2015,7793
12/1/2014,7794
10/1/2014,7795
2/1/2015,7795
3/1/2015,7800
3/1/2018,7803
12/1/2014,7808
10/1/2014,7808
2/1/2018,7811
6/1/2014,7812
3/1/2016,7820
7/1/2014,7822
1/1/2017,7824
12/1/2014,7826
2/1/2015,7831
7/1/2014,7837
3/1/2014,7841
4/1/2014,7841
6/1/2014,7842
2/1/2015,7842
4/1/2015,7852
2/1/2016,7855
7/1/2014,7858
9/1/2014,7866
12/1/2014,7867
4/1/2018,7872
3/1/2015,7875
10/1/2017,7879
12/1/2014,7884
11/1/2015,7886
9/1/2016,7889
2/1/2014,7889
2/1/2015,7891
4/1/2014,7893
7/1/2015,7894
12/1/2015,7910
2/1/2018,7911
1/1/2015,7931
11/1/2014,7932
8/1/2014,7934
7/1/2015,7935
9/1/2014,7939
10/1/2014,7942
6/1/2014,7947
9/1/2018,7950
3/1/2016,7950
8/1/2015,7957
12/1/2016,7958
7/1/2014,7960
10/1/2015,7962
9/1/2014,7962
10/1/2015,7963
6/1/2014,7971
10/1/2015,7975
4/1/2014,7981
1/1/2015,7987
12/1/2015,7996
1/1/2015,8006
10/1/2014,8007
1/1/2019,8011
11/1/2016,8023
3/1/2015,8027
2/1/2014,8027
4/1/2017,8028
2/1/2015,8044
11/1/2015,8048
11/1/2015,8049
7/1/2015,8065
5/1/2015,8066
11/1/2014,8075
9/1/2014,8076
9/1/2014,8097
5/1/2015,8103
9/1/2014,8106
8/1/2014,8111
12/1/2017,8114
9/1/2015,8125
5/1/2017,8136
3/1/2015,8140
9/1/2015,8142
2/1/2016,8146
9/1/2014,8155
2/1/2016,8160
11/1/2014,8176
10/1/2014,8183
9/1/2015,8184
2/1/2017,8187
11/1/2014,8189
3/1/2015,8192
3/1/2015,8201
2/1/2015,8206
3/1/2015,8212
11/1/2014,8224
8/1/2015,8231
10/1/2014,8240
6/1/2014,8240
7/1/2015,8245
1/1/2016,8248
4/1/2014,8261
4/1/2015,8265
7/1/2015,8268
10/1/2015,8271
10/1/2014,8272
6/1/2015,8280
12/1/2014,8291
10/1/2014,8292
5/1/2015,8293
10/1/2014,8293
5/1/2015,8306
7/1/2015,8310
6/1/2014,8313
8/1/2015,8324
1/1/2015,8325
10/1/2014,8328
2/1/2016,8335
10/1/2016,8337
11/1/2014,8342
10/1/2015,8345
4/1/2015,8345
8/1/2014,8351
5/1/2015,8355
8/1/2015,8363
7/1/2015,8374
2/1/2015,8378
7/1/2014,8388
8/1/2014,8391
6/1/2014,8398
10/1/2014,8399
4/1/2017,8400
5/1/2014,8404
9/1/2014,8413
7/1/2015,8419
10/1/2015,8421
4/1/2015,8422
5/1/2014,8425
12/1/2018,8437
10/1/2014,8437
1/1/2016,8445
4/1/2014,8448
8/1/2014,8451
8/1/2018,8452
3/1/2015,8453
4/1/2015,8457
7/1/2015,8458
9/1/2014,8459
3/1/2015,8461
3/1/2015,8462
10/1/2014,8462
8/1/2015,8465
11/1/2016,8466
3/1/2018,8486
5/1/2014,8500
7/1/2015,8502
7/1/2016,8502
5/1/2015,8505
1/1/2015,8507
2/1/2017,8513
10/1/2014,8514
6/1/2014,8516
12/1/2014,8517
5/1/2015,8518
9/1/2014,8519
8/1/2015,8523
6/1/2014,8526
9/1/2015,8530
2/1/2016,8533
4/1/2015,8557
2/1/2016,8558
9/1/2016,8567
11/1/2015,8569
9/1/2015,8573
12/1/2014,8575
10/1/2014,8597
11/1/2014,8598
11/1/2014,8601
12/1/2015,8603
5/1/2015,8608
7/1/2015,8621
5/1/2014,8632
9/1/2014,8642
8/1/2015,8649
7/1/2015,8654
10/1/2018,8669
4/1/2015,8673
7/1/2015,8675
12/1/2014,8678
2/1/2017,8684
9/1/2015,8692
12/1/2015,8694
9/1/2014,8695
8/1/2015,8703
3/1/2015,8705
8/1/2014,8706
8/1/2014,8712
7/1/2014,8732
9/1/2015,8744
10/1/2014,8755
1/1/2016,8760
8/1/2014,8763
5/1/2015,8767
3/1/2015,8767
9/1/2015,8769
9/1/2015,8770
12/1/2015,8777
11/1/2016,8783
11/1/2015,8788
11/1/2018,8796
7/1/2016,8796
10/1/2014,8804
8/1/2015,8811
1/1/2016,8829
10/1/2015,8832
5/1/2017,8835
10/1/2014,8838
11/1/2015,8840
12/1/2015,8840
6/1/2014,8843
1/1/2016,8848
11/1/2016,8848
5/1/2014,8855
1/1/2016,8855
6/1/2014,8857
11/1/2014,8858
4/1/2014,8858
12/1/2015,8859
11/1/2014,8868
7/1/2015,8871
9/1/2017,8872
1/1/2016,8880
4/1/2015,8880
7/1/2014,8889
12/1/2015,8899
5/1/2014,8905
12/1/2015,8905
11/1/2015,8906
8/1/2015,8917
1/1/2017,8917
3/1/2015,8924
1/1/2015,8943
10/1/2014,8943
4/1/2016,8945
1/1/2015,8947
10/1/2017,8950
7/1/2014,8956
4/1/2015,8958
7/1/2014,8959
8/1/2014,8993
8/1/2015,8995
8/1/2015,9000
7/1/2016,9006
6/1/2014,9006
2/1/2016,9008
5/1/2015,9012
4/1/2014,9015
9/1/2014,9018
8/1/2018,9022
6/1/2014,9028
9/1/2014,9035
4/1/2014,9043
7/1/2018,9043
8/1/2018,9043
10/1/2014,9043
5/1/2014,9056
5/1/2015,9057
3/1/2015,9058
1/1/2015,9062
2/1/2014,9062
5/1/2014,9066
3/1/2014,9071
3/1/2014,9077
2/1/2014,9077
5/1/2014,9078
5/1/2017,9101
4/1/2015,9107
8/1/2015,9117
4/1/2014,9125
12/1/2015,9138
3/1/2015,9139
11/1/2015,9150
4/1/2016,9152
8/1/2015,9152
5/1/2015,9154
9/1/2015,9154
11/1/2014,9155
11/1/2014,9156
11/1/2015,9160
8/1/2015,9161
7/1/2014,9161
2/1/2015,9162
11/1/2018,9174
2/1/2015,9176
6/1/2015,9183
5/1/2016,9187
5/1/2015,9189
10/1/2014,9195
2/1/2016,9197
4/1/2015,9207
5/1/2014,9207
8/1/2014,9207
10/1/2014,9214
11/1/2016,9221
9/1/2014,9224
12/1/2014,9230
11/1/2015,9232
8/1/2015,9255
7/1/2015,9255
8/1/2016,9255
2/1/2015,9258
7/1/2014,9259
3/1/2015,9260
3/1/2018,9264
10/1/2016,9265
10/1/2014,9270
10/1/2014,9273
8/1/2015,9273
3/1/2018,9285
3/1/2015,9289
3/1/2016,9298
8/1/2016,9299
3/1/2015,9303
12/1/2015,9310
3/1/2015,9311
5/1/2014,9312
12/1/2014,9321
3/1/2015,9331
9/1/2018,9333
11/1/2015,9338
1/1/2015,9344
3/1/2015,9355
8/1/2015,9358
11/1/2014,9361
8/1/2015,9371
6/1/2014,9379
10/1/2015,9383
6/1/2015,9384
8/1/2014,9412
6/1/2015,9413
1/1/2019,9435
1/1/2015,9444
6/1/2015,9446
9/1/2014,9463
9/1/2016,9467
1/1/2015,9468
10/1/2014,9469
4/1/2015,9482
11/1/2016,9497
6/1/2014,9498
10/1/2016,9499
6/1/2015,9500
6/1/2014,9500
6/1/2014,9509
9/1/2018,9510
12/1/2014,9513
3/1/2015,9515
5/1/2014,9528
10/1/2014,9563
11/1/2015,9566
3/1/2015,9568
4/1/2015,9575
2/1/2015,9577
8/1/2014,9581
10/1/2015,9582
6/1/2016,9587
10/1/2014,9597
9/1/2015,9597
7/1/2014,9602
8/1/2015,9603
12/1/2014,9606
12/1/2016,9609
12/1/2015,9616
12/1/2018,9618
10/1/2018,9633
10/1/2016,9640
11/1/2014,9644
5/1/2015,9648
10/1/2015,9649
7/1/2015,9649
9/1/2014,9650
1/1/2014,9651
7/1/2016,9652
11/1/2017,9654
2/1/2016,9659
3/1/2015,9661
4/1/2015,9670
3/1/2015,9674
5/1/2016,9675
12/1/2014,9676
5/1/2015,9678
10/1/2014,9685
2/1/2015,9686
6/1/2015,9688
10/1/2014,9688
9/1/2015,9689
3/1/2015,9697
7/1/2014,9697
6/1/2016,9709
12/1/2016,9709
2/1/2016,9715
7/1/2016,9716
9/1/2015,9726
2/1/2015,9729
1/1/2017,9735
5/1/2015,9740
8/1/2015,9741
11/1/2015,9746
5/1/2015,9748
7/1/2014,9750
2/1/2014,9755
3/1/2018,9757
12/1/2015,9761
8/1/2014,9763
2/1/2015,9773
3/1/2017,9773
8/1/2016,9775
4/1/2014,9782
3/1/2016,9784
2/1/2015,9785
5/1/2014,9792
6/1/2016,9797
10/1/2015,9797
4/1/2016,9807
1/1/2015,9818
8/1/2014,9820
1/1/2016,9822
7/1/2018,9825
9/1/2015,9826
6/1/2015,9828
7/1/2015,9837
7/1/2014,9839
5/1/2015,9857
11/1/2015,9858
9/1/2014,9860
12/1/2014,9860
12/1/2014,9867
12/1/2014,9877
11/1/2014,9881
10/1/2014,9886
1/1/2016,9891
7/1/2014,9897
10/1/2015,9908
7/1/2014,9910
11/1/2015,9913
7/1/2014,9922
6/1/2014,9934
11/1/2015,9942
3/1/2014,9950
7/1/2014,9955
11/1/2017,9956
9/1/2016,9964
10/1/2014,9969
2/1/2015,9975
2/1/2017,9979
7/1/2014,9981
11/1/2016,9981
3/1/2016,9996
6/1/2014,10011
7/1/2015,10019
9/1/2015,10024
11/1/2017,10024
2/1/2015,10025
4/1/2018,10026
12/1/2018,10031
4/1/2015,10037
1/1/2015,10045
8/1/2015,10048
7/1/2014,10062
5/1/2015,10067
5/1/2015,10069
7/1/2015,10071
4/1/2014,10075
1/1/2016,10083
2/1/2015,10084
5/1/2015,10090
2/1/2016,10093
7/1/2015,10097
8/1/2014,10102
10/1/2015,10107
9/1/2015,10112
6/1/2014,10112
11/1/2015,10122
11/1/2014,10126
8/1/2015,10132
7/1/2014,10135
2/1/2014,10136
8/1/2016,10146
9/1/2014,10151
5/1/2017,10159
11/1/2014,10160
12/1/2014,10161
6/1/2014,10169
6/1/2015,10169
5/1/2015,10169
9/1/2014,10178
4/1/2015,10191
1/1/2015,10191
2/1/2015,10211
6/1/2018,10213
3/1/2015,10215
1/1/2015,10218
12/1/2016,10220
6/1/2015,10228
1/1/2016,10235
9/1/2014,10243
9/1/2015,10247
7/1/2014,10249
3/1/2015,10252
6/1/2015,10253
1/1/2015,10254
10/1/2016,10255
10/1/2014,10264
4/1/2014,10270
9/1/2015,10279
8/1/2014,10282
9/1/2013,10291
7/1/2015,10293
10/1/2015,10295
7/1/2018,10300
11/1/2014,10301
6/1/2015,10301
8/1/2014,10306
9/1/2015,10310
8/1/2014,10312
4/1/2016,10330
2/1/2015,10340
5/1/2018,10342
4/1/2017,10351
5/1/2015,10352
8/1/2015,10356
1/1/2015,10357
2/1/2017,10361
7/1/2014,10362
5/1/2015,10377
6/1/2015,10386
3/1/2015,10387
4/1/2015,10387
8/1/2014,10391
12/1/2014,10392
4/1/2016,10400
12/1/2014,10401
8/1/2015,10418
7/1/2015,10421
9/1/2015,10426
10/1/2015,10426
8/1/2014,10439
4/1/2015,10446
6/1/2015,10446
5/1/2014,10455
9/1/2014,10462
10/1/2015,10467
5/1/2018,10471
9/1/2015,10471
10/1/2015,10480
12/1/2015,10481
6/1/2016,10493
7/1/2015,10500
7/1/2014,10513
7/1/2014,10521
5/1/2016,10522
7/1/2014,10530
9/1/2014,10530
6/1/2017,10530
6/1/2014,10531
11/1/2015,10534
10/1/2016,10538
7/1/2015,10541
1/1/2015,10542
7/1/2014,10544
3/1/2014,10544
4/1/2015,10545
2/1/2015,10548
1/1/2018,10550
4/1/2016,10551
5/1/2015,10557
11/1/2015,10558
6/1/2015,10560
9/1/2015,10561
12/1/2014,10561
6/1/2014,10566
10/1/2014,10574
11/1/2014,10582
6/1/2015,10591
6/1/2015,10599
3/1/2015,10600
8/1/2014,10609
9/1/2015,10610
6/1/2014,10613
11/1/2014,10614
4/1/2015,10615
5/1/2015,10616
6/1/2015,10625
12/1/2014,10638
9/1/2016,10652
4/1/2015,10653
10/1/2016,10653
2/1/2015,10654
8/1/2014,10657
10/1/2015,10667
6/1/2018,10669
5/1/2014,10678
5/1/2015,10694
9/1/2014,10711
1/1/2018,10714
12/1/2016,10716
12/1/2014,10727
11/1/2015,10729
11/1/2014,10729
1/1/2015,10730
7/1/2014,10734
12/1/2015,10734
6/1/2015,10737
3/1/2014,10740
1/1/2015,10743
7/1/2014,10749
7/1/2014,10754
7/1/2018,10760
11/1/2015,10765
5/1/2014,10773
5/1/2015,10779
5/1/2014,10784
6/1/2014,10787
11/1/2014,10788
11/1/2014,10798
9/1/2014,10798
6/1/2014,10801
1/1/2016,10801
8/1/2014,10802
12/1/2014,10804
9/1/2014,10805
8/1/2014,10806
8/1/2014,10816
1/1/2015,10819
8/1/2015,10822
4/1/2014,10831
11/1/2018,10849
11/1/2015,10875
1/1/2015,10882
9/1/2014,10886
8/1/2015,10895
